|artist|date|genre|style_name|title
11039|Boris Kustodiev|1920.0|portrait|Art Nouveau (Modern)|Portrait of O.I. Szymanowskaya
11040|Konstantin Somov|1909|portrait|Symbolism|Slumbering Lady in Black Dress
11041|Frans Hals|1666|portrait|Baroque|Portrait of a Seated Man
11042|Ivan Shishkin|1896.0|landscape|Realism|Landscape
11043|Karl Bryullov|1852|portrait|Romanticism|Portrait of Catherine Tittoni
11044|Paul Cezanne|1865|portrait|Romanticism|Father of the Artist
11045|Pablo Picasso|1903|nude painting (nu)|Expressionism|Seated female nude
11046|Pierre-Auguste Renoir|1881|portrait|Impressionism|Girl with Fan
11047|Pierre-Auguste Renoir|1889|portrait|Impressionism|Young Girl with Daisies
11048|Tom Roberts|1898.0|portrait|Impressionism|Portrait of a Standing Woman 
11049|Rembrandt|1630|genre painting|Baroque|Beggar leaning on a stick, facing left
11050|Alfred Sisley|1884|landscape|Impressionism|Snow Effect at Veneux
11051|Pierre-Auguste Renoir|1899|genre painting|Impressionism|Yvonne and Jean
11052|David Cox|1830.0|landscape|Romanticism|Pavillon de Flore, Tuileries, Paris 
11053|Diego Velazquez|1631|mythological painting|Baroque|A Sibyl
11054|Henri de Toulouse-Lautrec|1895|genre painting|Post-Impressionism|Two Friends
11055|Paul Gauguin|1890|genre painting|Post-Impressionism|Kelp gatherers
11056|Henri de Toulouse-Lautrec|1895|genre painting|Art Nouveau (Modern)|The Chatelaine (The Tocsin)
11057|John Constable|1810|landscape|Romanticism|East Bergholt Rectory
11058|Edgar Degas|1889|genre painting|Impressionism|Jockey in Blue on a Chestnut Horse
11059|John Constable|1835|landscape|Romanticism|Stonehenge
11060|Henri de Toulouse-Lautrec|1892|portrait|Post-Impressionism|Woman with a Black Boa
11061|Frans Hals|1660|portrait|Baroque|Vincent Laurensz. van der Vinne.
11062|Gustave Loiseau|1912|cityscape|Post-Impressionism|The Auxerre Cathedral
11063|Maurice Prendergast|1901|cityscape|Post-Impressionism|The West Church (also known as Fountain at the West Church, Boston)
11064|Henry Ossawa Tanner|1914|cityscape|Impressionism|Gate to the Casbah 
11065|Camille Pissarro|1895|genre painting|Impressionism|Haymaking
11066|Gustave Caillebotte|1877|landscape|Impressionism|Landscape near Yerres
11067|Martiros Saryan|1910|genre painting|Expressionism|Fruit shop
11068|Aleksey Savrasov|1874|landscape|Realism|Village Bulgarians. Small minaret and the ruins of the White House
11069|Valentin Serov|1881.0|portrait|Realism|Portrait of Vera Repina
11070|Amedeo Modigliani|1909|portrait|Expressionism|Beggar Woman
11071|Sir Lawrence Alma-Tadema|1899|portrait|Romanticism|A Listner
11072|James Tissot|1869|genre painting|Realism|In Church
11073|Pierre-Auguste Renoir|1905|portrait|Impressionism|Bust of a Woman in a Red Blouse
11074|James McNeill Whistler|1885|portrait|Impressionism|Arrangement in Grey Portrait of Master Stephen Manuel
11075|John Singer Sargent|1907|cityscape|Impressionism|Palazzo Grimani
11076|John Singer Sargent|1882|cityscape|Impressionism|Café on the Riva degli Schiavoni
11077|Edgar Degas|1868|portrait|Realism|Josephine Gaujean
11078|Pierre-Auguste Renoir|1894|genre painting|Impressionism|Young Girls by the Sea
11079|Eugene Delacroix|1849|landscape|Romanticism|Study of the Sky at Sunset
11080|Camille Pissarro|1874|genre painting|Impressionism|Haymaking
11081|Thomas Cole|1838|landscape|Romanticism|Schroon Mountain, Adirondacks
11082|Paul Gauguin|1892|landscape|Post-Impressionism|Landscape with peacocks
11083|John Singer Sargent|1913|portrait|Realism|Henry James
11084|Diego Velazquez|1644|religious painting|Baroque|Coronation of the Virgin
11085|Gustave Courbet|1870|landscape|Realism|The Wave
11086|Charles M. Russell|1925.0|genre painting|Romanticism|Mexico 
11087|Thomas Eakins|1908|genre painting|Realism|William Rush Carving His Allegorical Figure of the Schuylkill River
11088|Edgar Degas|1900|genre painting|Impressionism|Dancers
11089|Amedeo Modigliani|1910|portrait|Expressionism|Joseph Levi
11090|Zinaida Serebriakova|1917|sketch and study|Art Nouveau (Modern)|"Study for painting ""Canvas whitening"" "
11091|Rembrandt|1640|portrait|Baroque|Portrait Of Cornelis Claesz
11092|Kuzma Petrov-Vodkin|1934|portrait|Symbolism|Portrait of Lenin
11093|Mary Cassatt|1891|genre painting|Impressionism|Bathing the Young Heir
11094|Camille Corot|1874|mythological painting|Romanticism|Venus Bathing
11095|Maurice Prendergast|1912|still life|Post-Impressionism|Cinerarias and Fruit
11096|David Cox|1853.0|landscape|Romanticism|Mountain Heights, Cader Idris 
11097|John Singer Sargent|1889|genre painting|Impressionism|Violet Fishing
11098|Gustave Caillebotte|1878|cityscape|Impressionism|Le Clos des Abbesses
11099|John Henry Twachtman|1882|landscape|Impressionism|An Early Winter
11100|Henri de Toulouse-Lautrec|1893|genre painting|Art Nouveau (Modern)|The Haido
11101|Henri de Toulouse-Lautrec|1897|nude painting (nu)|Post-Impressionism|Nude Standing before a Mirror
11102|Bartolome Esteban Murillo|1680|religious painting|Baroque|The Annunciation
11103|Camille Pissarro|1883|genre painting|Impressionism|Cowherd
11104|Alfred Sisley|1877|landscape|Impressionism|Haystack
11105|Anthony van Dyck|1630|portrait|Baroque|Philippe Le Roy
11106|Eugene Boudin|1875|sketch and study|Impressionism|Fish Market
11107|Alfred Sisley|1875|landscape|Impressionism|A Road in Seine et Marne
11108|Franz Xaver Winterhalter|1863|portrait|Romanticism|Adelina Patti
11109|Valentin Serov|1901.0|sketch and study|Realism|Greyhounds royal hunting
11110|Boris Kustodiev|1921.0|sketch and study|Realism|Portrait of Vsevolod Voinov
11111|Camille Pissarro|1879|landscape|Impressionism|Near Pontoise
11112|Gustave Loiseau|1903|cityscape|Post-Impressionism|Pont Tourant at Dieppe
11113|John Singer Sargent|1911|genre painting|Impressionism|Carrara Workmen
11114|William Turner|1792|cityscape|Romanticism|The Pantheon, the Morning after the Fire
11115|Diego Velazquez|1619|religious painting|Baroque|The Immaculate Conception
11116|Henri de Toulouse-Lautrec|1888|genre painting|Post-Impressionism|The Spanish Dancer
11117|Albert Anker|1897.0|genre painting|Realism|Schlafender Knabe im Heu
11118|Alfred Sisley|1875|cityscape|Impressionism|The Watering Place at Marly Le Roi Hoarfrost
11119|Gustave Courbet|1864|landscape|Realism|The Source of the Loue
11120|Edouard Manet|1871|portrait|Realism|Portrait of Monsieur Tillet
11121|Berthe Morisot|1880|portrait|Impressionism|Portrait of a Young Girl
11122|John Bratby|1956.0|portrait|Expressionism|Susan Ballam
11123|Konstantin Bogaevsky|1907|landscape|Symbolism|Seashore
11124|Valentin Serov|1900.0|portrait|Impressionism|Portrait of Sophia Dragomirova-Lukomskaya
11125|Karl Bryullov|1849|mythological painting|Romanticism|Diana, Endymion and Satyr
11126|Alfred Sisley|1874|landscape|Impressionism|Foggy Morning, Voisins
11127|Gustave Courbet|1872|landscape|Realism|Landscape near Puit Noir, near Ornans
11128|Tom Roberts|1889.0|genre painting|Impressionism|Harper's Weekly 
11129|Childe Hassam|1893|portrait|Impressionism|French Peasant Girl
11130|Robert Julian Onderdonk|1912.0|cityscape|Impressionism|Hudson River View
11131|Maurice Prendergast|1906|genre painting|Post-Impressionism|Beach Scene No. 4
11132|Pablo Picasso|1943|portrait|Expressionism|Woman with hat
11133|Pablo Picasso|1908|nude painting (nu)|Expressionism|Standing nude
11134|Charles M. Russell|1922.0|genre painting|Romanticism|Invocation to the Sun 
11135|Karl Bodmer|1832|genre painting|Romanticism|Indians Hunting The Bison [ Left ]
11136|Amedeo Modigliani|1915|portrait|Expressionism|Pierre Reverdy
11137|John Singer Sargent|1889|genre painting|Impressionism|Autumn on the River
11138|Mstislav Dobuzhinsky|1901|portrait|Symbolism|Unknown woman in red
11139|Edward Burne-Jones|1878|mythological painting|Romanticism|The Hand Refrains, 2nd series, Pygmalion
11140|Alfred Sisley|1885|landscape|Impressionism|View of the Village
11141|Maurice Prendergast|1895|genre painting|Impressionism|Figures on the Grass
11142|Thomas Cole|1839|landscape|Romanticism|Portage Falls on the Genesee
11143|Mary Cassatt|1908|genre painting|Impressionism|Boat, Bath
11144|William Turner|1808|landscape|Romanticism|Pope's Villa, at Twickenham
11145|Alphonse Mucha|1897|religious painting|Art Nouveau (Modern)|Salome
11146|Childe Hassam|1902|genre painting|Impressionism|Messenger Boy
11147|Annibale Carracci|1584|religious painting|Baroque|Baptism of Christ
11148|Henri Martin|1931|cityscape|Post-Impressionism|Garden of Luxembourg
11149|Henri de Toulouse-Lautrec|1895|sketch and study|Art Nouveau (Modern)|The Beauty and the Beast The Bezique
11150|Dante Gabriel Rossetti|1862|portrait|Romanticism|Portrait of Maria Leathart
11151|John Henry Twachtman|1881|cityscape|Impressionism|Venice
11152|Alfred Sisley|1872|cityscape|Impressionism|Neighborhood Street in Louveciennes (Rue de Village (Voisins to Louveciennes))
11153|Konstantin Somov|1907|genre painting|Symbolism|Fireworks in the Park
11154|Edgar Degas|1869|portrait|Impressionism|Portrait of Lorenzo Pagans, Spanish tenor, and Auguste Degas, the artist's father
11155|Edgar Degas|1905|nude painting (nu)|Impressionism|After Bathing, Woman Drying Herself
11156|Heorhiy Narbut|1910.0|illustration|Art Nouveau (Modern)|Illustration. 'Fairy Tales: Teremok. Mizgir'.
11157|Leon Bakst|1912.0|design|Art Nouveau (Modern)|Fantasy on modern costume (atalanta)
11158|John Singer Sargent|1878|sketch and study|Realism|Head of Ana Capri Girl
11159|Rembrandt|1660|religious painting|Baroque|Saul and David
11160|Mikalojus Ciurlionis|1905|landscape|Symbolism|Cliff at the seaside
11161|Anders Zorn|1907|genre painting|Impressionism|A Woman in a Forest
11162|Henri de Toulouse-Lautrec|1892|genre painting|Post-Impressionism|In Bed
11163|William Turner|1836|cityscape|Romanticism|Rome from Mount Aventine
11164|John Henry Twachtman|1895|landscape|Impressionism|Waterfall in Yellowstone
11165|Childe Hassam|1885|cityscape|Impressionism|Columbus Avenue Rainy Day
11166|Felix Vallotton |1895|genre painting|Art Nouveau (Modern)|Street Scene
11167|Paul Gauguin|1885|portrait|Impressionism|Portrait of Philibert Favre
11168|William James Glackens|1910|genre painting|Impressionism|The Bathing Hour
11169|Odilon Redon|1908|portrait|Symbolism|Portrait of Simone Fayet in Holy Communion
11170|Egon Schiele|1917|cityscape|Art Nouveau (Modern)|House with Drying Laundry
11171|Konstantin Somov|1910|landscape|Symbolism|Spring Landscape
11172|John Singer Sargent|1884|portrait|Realism|Mrs. Wilton Phipps
11173|Willard Metcalf|1908|landscape|Impressionism|Boys Fishing
11174|Lilla Cabot Perry|1901.0|landscape|Impressionism|Mountain Village, Japan 
11175|Mary Cassatt|1898|genre painting|Impressionism|Louise Nursing Her Child
11176|Henri de Toulouse-Lautrec|1896|sketch and study|Post-Impressionism|Woman at Her Toilette them, Washing Herself
11177|Edgar Degas|1857|portrait|Realism|Portrait of Rene-Hillaire De Gas
11178|Frans Hals|1626|portrait|Baroque|Anna van der Aar
11179|Honore Daumier|1864|genre painting|Realism|A Wagon of the Third Class
11180|Paul Gauguin|1896|genre painting|Post-Impressionism|Perfect days
11181|Thomas Eakins|1889|portrait|Realism|The Artist's Wife and His Setter Dog
11182|David Johnson|1877.0|landscape|Romanticism|Ocean Beach, NJ 
11183|Zinaida Serebriakova|1905|portrait|Art Nouveau (Modern)|Portrait of Boris Serebryakov 
11184|Konstantin Bogaevsky|1925|landscape|Symbolism|Star light
11185|Pyotr Konchalovsky|1920|landscape|Realism|Abramtsevo. Oak Grove.
11186|Franz Marc|1907|landscape|Post-Impressionism|Sheaf of Grain
11187|David Teniers the Younger|1635|genre painting|Baroque|The Flautist
11188|Thomas Hill|1894.0|landscape|Romanticism|Yosemite Canyon 
11189|Annibale Carracci|1599|portrait|Baroque|Head of a Man
11190|Francisco Goya|1814|portrait|Romanticism|Portrait of Mariano Goya
11191|Camille Corot|1870|landscape|Realism|Old Bridge at Limay, on the Seine
11192|Samuel Peploe|1912.0|still life|Post-Impressionism|Tulips and Fruit 
11193|Raoul Dufy|1910|cityscape|Post-Impressionism|The Beach at Havre
11194|Bartolome Esteban Murillo|1650|religious painting|Baroque|St. Francis of Assisi at Prayer
11195|John Singer Sargent|1903|cityscape|Impressionism|Spirito Santo, Saattera
11196|Paul Gauguin|1875|landscape|Impressionism|Landscape with Poplars
11197|Paul Gauguin|1886|landscape|Post-Impressionism|Bathing in Front of the Port of Pont-Aven
11198|Mikalojus Ciurlionis|1904|symbolic painting|Symbolism|Deluge (IX)
11199|Childe Hassam|1895|portrait|Impressionism|The White Dory
11200|John Henry Twachtman|1881|landscape|Impressionism|Windmills, Dordrecht
11201|John Singer Sargent|1914|portrait|Realism|Portrait of Douglas Vickers
11202|John Singer Sargent|1882|genre painting|Realism|The Sulphur Match
11203|Paul Gauguin|1881|still life|Impressionism|Still life. Vase with flowers on the window
11204|John Singer Sargent|1891|genre painting|Impressionism|Bedouin Women Carrying Water Jars
11205|William-Adolphe Bouguereau|1890|portrait|Realism|Little beggar
11206|Francisco Goya|1819|portrait|Romanticism|Don Juan Antonio Cuervo
11207|Camille Corot|1871|landscape|Realism|Canal in Picardi
11208|William James Glackens|1912|genre painting|Impressionism|Sledding
11209|John William Waterhouse|1885|religious painting|Romanticism|Saint Eulalia
11210|Camille Pissarro|1887|genre painting|Impressionism|Shepherdesses
11211|Camille Corot|1870|landscape|Realism|Peasant Woman Watering Her Cow
11212|Camille Corot|1841|mythological painting|Romanticism|Democritus and the Abderiti
11213|John Henry Twachtman|1896|landscape|Impressionism|The Little Bridge
11214|Egon Schiele|1913|landscape|Art Nouveau (Modern)|Setting Sun
11215|Henri de Toulouse-Lautrec|1881|genre painting|Impressionism|Souvenir of Auteuil
11216|Edgar Degas|1902|genre painting|Impressionism|Two Dancers with Yellow Corsages
11217|Alexey Venetsianov|1811|portrait|Romanticism|Portrait of K. I. Golovachevsky and the Younger Pupils of the Academy
11218|Dorothy Lathrop|1920.0|illustration|Art Nouveau (Modern)|Illus. for A Little Boy Lost by Hudson
11219|Camille Corot|1864|landscape|Realism|The Evening Star
11220|Pablo Picasso|1954|portrait|Expressionism|Portrait of Sylvette David
11221|Childe Hassam|1890|cityscape|Impressionism|Lower Fifth Avenue
11222|John Singer Sargent|1919|landscape|Impressionism|The Simplon
11223|John Singer Sargent|1905|genre painting|Impressionism|Siesta
11224|John Singer Sargent|1905|landscape|Realism|Gourds 
11225|Frans Hals|1635|portrait|Baroque|Portrait of Isaac Abrahamsz
11226|Charles M. Russell|1915.0|genre painting|Romanticism|Indian Party 
11227|Amedeo Modigliani|1917|portrait|Expressionism|Anna (Hanka) Zborowska
11228|Edgar Degas|1910|nude painting (nu)|Impressionism|Woman Seen from Behind, Drying Hair
11229|Francisco Goya|1814|portrait|Romanticism|Portrait thought to be Josepha Bayeu (or Leocadia Weiss)
11230|T. C. Steele|1894|landscape|Impressionism|At Noon Day
11231|Camille Corot|1830|landscape|Realism|The Raging One
11232|Francisco Goya|1824|religious painting|Romanticism|The Repentant Saint Peter
11233|Alfred Sisley|1881|landscape|Impressionism|The Garden of Hoschede, Montgeron
11234|Henri de Toulouse-Lautrec|1892|genre painting|Art Nouveau (Modern)|At the Moulin Rouge, La Goulue with Her Sister
11235|William Merritt Chase|1879|portrait|Impressionism|The Mandolin Player
11236|Childe Hassam|1912|genre painting|Impressionism|News Depot, Cos Cob
11237|Edgar Degas|1857|portrait|Realism|A Roman Beggar Woman
11238|Eugene Boudin|1889|cityscape|Impressionism|Entrance to the Port of Le Havre
11239|Childe Hassam|1904|landscape|Impressionism|Across the Park
11240|Edgar Degas|1878|portrait|Impressionism|Cafe-Concert Singer
11241|Pablo Picasso|1901|portrait|Post-Impressionism|Pierreuse with her hand on her shoulder
11242|Berthe Morisot|1885|portrait|Impressionism|Portrait of Berthe Morisot and Her Daughter
11243|Berthe Morisot|1889|genre painting|Impressionism|The Orange Picker
11244|Mary Cassatt|1905|sketch and study|Impressionism|Mother and Daughter Looking at the Baby
11245|Konstantin Somov|1930|genre painting|Symbolism|Girl Under the Sun
11246|Konstantin Somov|1930|genre painting|Symbolism|Holiday near Venice
11247|Boris Kustodiev|1927.0|genre painting|Realism|Fair in the village
11248|Isaac Levitan|1896|sketch and study|Realism|Forest edge, rising of the moon/Forest edge, sun behind the clouds
11249|Peter Paul Rubens|1613|mythological painting|Baroque|Venus, Cupid, Bacchus and Ceres
11250|Gustave Moreau|1896|mythological painting|Symbolism|Galatea
11251|Henri de Toulouse-Lautrec|1894|genre painting|Art Nouveau (Modern)|The Salon in the Rue des Moulins
11252|Henri de Toulouse-Lautrec|1892|genre painting|Post-Impressionism|La Goulue Arriving at the Moulin Rouge with Two Women
11253|Robert Spencer|1913.0|genre painting|Post-Impressionism|Five O'Clock, June 
11254|James McNeill Whistler|1900|portrait|Realism|The Boy in a Cloak
11255|Paul Cezanne|1887|still life|Post-Impressionism|Flower Pots
11256|Edgar Degas|1871|portrait|Impressionism|Jeantaud, Linet and Laine
11257|Mary Cassatt|1875|portrait|Impressionism|Woman on a Striped with a Dog (also known as Young Woman on a Striped Sofa with Her Dog)
11258|Edgar Degas|1893|landscape|Impressionism|Landscape with Rocks
11259|Peter Paul Rubens|1634|religious painting|Baroque|Our Lady with the Saints
